,AAPL,AIG,DIS,GE,HD,HON,HPQ,IBM,INTC,MMM,MO,MRK,MSFT,DJI
2014/2/26,517.35,48.72,80.08,25.3,81.7,93.86,29.9,184.06,24.8,132.86,35.44,56.27,37.47,16198.4
2014/2/27,527.67,49.31,80.48,25.5,81.97,94.37,29.75,185.27,24.76,134.34,35.87,56.66,37.86,16272.7
2014/2/28,526.24,49.77,80.81,25.47,82.03,94.44,29.88,185.17,24.76,134.73,36.26,56.99,38.31,16321.7
2014/3/3,527.76,49.45,79.46,25.12,82,93.59,29.73,184.26,24.5,132.21,36.45,56.42,37.78,16168
2014/3/4,531.24,50.25,81.71,25.65,82.87,94.6,30.12,186.44,24.61,132.68,37.07,57.06,38.41,16395.9
2014/3/5,532.36,50.89,82.68,25.93,82.91,94.66,29.94,187.14,24.5,133.85,36.95,56.88,38.11,16360.2
2014/3/6,530.75,51.26,83.34,26.22,82.41,94.75,30.09,187.64,24.63,134.08,36.89,57.26,38.15,16421.9
2014/3/7,530.44,51.25,82.21,26.13,82.55,95.44,30.34,187.68,24.64,134.11,36.81,57.47,37.9,16452.7
2014/3/10,530.92,51.02,81.97,26.04,82.18,95.25,29.9,186.39,24.84,133.56,36.86,57.32,37.82,16418.7
2014/3/11,536.09,50.53,81.05,25.9,81.29,94.11,29.91,186.76,24.73,132.51,36.76,56.69,38.02,16351.2
2014/3/12,536.61,49.93,81.38,25.76,80.56,93.85,29.59,186.22,24.76,132.57,36.14,56.81,38.27,16340.1
2014/3/13,530.65,48.74,79.93,25.34,78.8,92.85,28.91,183.9,24.57,130.81,35.97,55.79,37.89,16108.9
2014/3/14,524.69,48.59,80.07,25.11,79.38,92.01,29.07,182.21,24.5,129.83,36.34,55.7,37.7,16065.7
2014/3/17,526.74,48.92,81.39,25.43,79.58,93.4,29.48,185.81,24.7,132.27,36.38,56.26,38.05,16247.2
2014/3/18,531.4,49.76,81.99,25.65,79.82,93.75,30.56,186.81,24.82,132.74,36.59,56.36,39.55,16336.2
2014/3/19,531.26,49.73,80.52,25.28,79.75,92.89,31.62,184.71,25.02,131.23,36.02,55.99,39.27,16222.2
2014/3/20,528.7,50.38,80.81,25.27,80.09,92.95,31.48,187.9,25.43,132.43,36.35,55.59,40.33,16331
2014/3/21,532.87,50.02,80.35,25.4,80.42,92.99,31.95,186.67,25.17,133.12,36.45,54.66,40.16,16302.8
2014/3/24,539.19,49.71,79.49,25.41,79.66,91.97,31.63,188.25,25.12,132.42,36.69,53.78,40.5,16276.7
2014/3/25,544.99,50.21,79.55,25.7,79.47,92.44,32.56,195.04,25.46,134.06,36.91,55.19,40.34,16367.9
2014/3/26,539.78,49.7,78.62,25.62,78.87,90.84,32.35,192.62,25.38,133.09,37.25,56.02,39.79,16269
2014/3/27,537.46,49.41,78.48,25.81,78.68,90.3,31.93,189.83,25.31,132.84,37.23,55.73,39.36,16264.2
2014/3/28,536.86,49.88,78.99,25.88,78.72,90.89,32.04,190.45,25.62,134.2,37.12,55.98,40.3,16323.1
2014/3/31,536.74,50.01,80.07,25.89,79.13,92.76,32.36,192.49,25.81,135.66,37.43,56.77,40.99,16457.7
2014/4/1,541.65,49.97,81.57,25.87,79.38,93.26,33.23,194.5,25.99,136.53,37.39,56.37,41.42,16532.6
2014/4/2,542.55,50.56,81.67,26.04,79.95,93.88,33.61,193.55,25.89,136,37.58,56.46,41.35,16573
2014/4/3,538.79,50.83,81.69,26.23,79.4,94.28,33,192.69,26.41,136.14,37.59,56.21,41.01,16572.6
2014/4/4,531.82,50.55,80.43,26.02,78.72,93.33,32.64,191.77,26.16,135.86,37.57,56.12,39.87,16420.8
2014/4/7,523.47,49.63,79.13,25.85,77.13,91.9,32.7,194.52,26.49,134.4,37.65,55.19,39.8,16245.9
2014/4/8,523.44,50.04,79.57,25.75,77.11,91.97,32.45,193.29,26.91,134.84,37.89,55.04,39.82,16256.1
2014/4/9,530.32,51.1,80.47,25.95,77.76,93.21,32.72,196.64,26.98,135.84,38.14,57.1,40.47,16437.2
2014/4/10,523.48,50.06,77.51,25.58,76.78,91.34,32.8,195.68,26.43,133.97,37.82,55.85,39.36,16170.2
2014/4/11,519.61,49.4,77.01,25.43,75.7,90.4,32.45,195.19,26.18,132.39,37.65,55.92,39.21,16052.1
2014/4/14,521.68,49.57,77.62,25.71,75.97,90.92,32.9,197.77,26.56,133.15,38.25,55.57,39.18,16173.2
2014/4/15,517.96,49.84,77.66,25.82,75.89,91.71,32.39,197.02,26.77,134.09,38.21,56.05,39.75,16262.6
2014/4/16,519.01,50.39,78.95,26.12,76.58,93.3,32.49,196.4,26.93,136.77,38.36,56.26,40.4,16424.8
2014/4/17,524.94,50.82,79.99,26.56,77.09,93.1,31.93,190.01,27.04,137.73,38.45,56.47,40.01,16408.5
2014/4/21,531.17,50.81,79.11,26.59,77.96,93.18,31.94,192.27,26.95,138.62,38.42,57.25,39.94,16449.2
2014/4/22,531.7,51,79.45,26.58,79.67,93.34,31.77,192.15,26.84,138.89,38.64,57.77,39.99,16514.4
2014/4/23,524.75,51.64,79.52,26.42,78.52,94.03,31.74,191.73,26.75,137.99,38.31,57.5,39.69,16501.7
2014/4/24,567.77,52.49,79.59,26.46,79.77,93.63,32,190.22,26.75,136.65,38.4,57.53,39.86,16501.7
2014/4/25,571.94,51.61,78.23,26.6,79.38,92.65,31.58,189.63,26.26,136.56,39.11,57.24,39.91,16371.9
2014/4/28,594.09,52.11,77.78,26.78,80.17,92.46,32.19,193.14,26.33,137.23,39.93,56.68,40.87,16448.7
2014/4/29,592.33,52.81,78.64,26.76,79.52,92.47,32.96,195.11,26.48,137.55,40.12,58.72,40.51,16535.4
2014/4/30,590.09,53.13,79.34,26.89,79.51,92.9,33.06,196.47,26.69,139.09,40.11,58.56,40.4,16580.8
2014/5/1,591.48,52.94,79.56,26.77,79.33,92.24,32.64,193.53,26.45,140.81,39.83,59.62,40,16558.9
2014/5/2,592.58,52.35,80.31,26.68,79.4,92.37,32.49,191.44,26.41,140.12,39.97,58.22,39.69,16509.1
2014/5/5,600.96,52.72,81.22,26.58,78.69,92.61,32.5,191.26,26.17,140.61,39.89,58.63,39.43,16530.6
2014/5/6,594.41,50.54,81.03,26.19,77.42,91.58,32.13,190.03,26.2,139.29,39.76,57.11,39.06,16401
2014/5/7,592.33,51.66,80.29,26.53,77.08,92.92,32.32,189.3,26.37,141.14,40.06,55.84,39.42,16518.5
2014/5/8,587.99,52.37,81.6,26.44,77.05,92.96,32.23,188.91,26.34,140.83,40.11,54.83,39.64,16551
2014/5/9,585.54,52.28,81.95,26.42,77.71,92.8,32.36,190.08,26.3,141.34,40.2,55.21,39.54,16586
2014/5/12,592.83,53.38,82.42,26.85,78.27,94.39,32.82,192.57,26.37,142.82,40.37,55.29,39.97,16695.5
2014/5/13,593.76,53.96,82.08,26.92,77.27,94.22,33.28,192.19,26.45,142.43,40.61,55.75,40.42,16715.4
2014/5/14,593.87,53.39,80.92,26.76,76.31,92.74,32.97,188.72,26.33,141.6,40.33,56.37,40.24,16614
2014/5/15,588.82,52.86,80.15,26.6,76.24,91.16,32.41,186.46,26.01,140.98,40.05,55.89,39.6,16446.8
2014/5/16,597.51,52.5,80.39,26.67,77.36,91.2,32.52,187.06,25.82,141.13,40.69,55.87,39.83,16484.1
2014/5/19,604.59,52.71,81.05,26.61,76.5,91.89,33.11,187,26.04,141.67,40.21,56.35,39.75,16511.9
2014/5/20,604.71,52.49,81.09,26.3,77.96,90.36,32.8,184.89,26.04,140.23,40.03,56,39.68,16374.3
2014/5/21,606.31,53.51,82.19,26.49,78.08,91.26,32.52,186.39,26.2,140.66,40.64,56.58,40.35,16533.1
2014/5/22,607.27,53.54,82.35,26.51,78.78,91.45,31.78,185.68,26.15,140.31,40.68,56.49,40.1,16543.1
2014/5/23,614.13,53.6,83.32,26.51,79.18,91.97,33.72,185.94,26.29,141.14,40.68,56.81,40.12,16606.3
2014/5/27,625.63,53.75,83.74,26.57,79.69,92.36,33.1,184.78,26.71,141.44,40.77,56.69,40.19,16675.5
2014/5/28,624.01,53.48,83.6,26.66,79.68,92.51,33.35,183.08,26.88,141.43,40.77,56.4,40.01,16633.2
2014/5/29,635.38,54.18,84.03,26.74,79.9,92.83,33.64,183.76,26.96,142.39,41.31,57.7,40.34,16698.7
2014/5/30,633,54.07,84.01,26.79,80.23,93.15,33.5,184.36,27.32,142.55,41.56,57.86,40.94,16705.4
2014/6/2,628.65,54.26,84.27,26.83,80.84,93.41,33.43,185.69,27.26,142.32,41.25,57.93,40.79,16743.6
2014/6/3,637.54,54.59,83.88,26.79,80.67,93.26,33.69,184.37,27.66,142.89,41.24,57.91,40.29,16722.3
2014/6/4,644.82,54.87,84.24,26.55,80.54,93.85,33.76,184.51,27.6,142.26,41.23,57.93,40.32,16737.5
2014/6/5,647.35,54.95,84.78,26.77,80.38,94.95,33.87,185.98,27.66,143.71,41.29,58.1,41.21,16836.1
2014/6/6,645.57,55.29,84.61,27.18,80.64,95.2,33.84,186.37,28.17,144.64,41.39,57.85,41.48,16908.1
2014/6/9,93.7,55.07,85.48,27.44,80.61,95.81,33.74,186.22,27.91,145.32,41.61,57.94,41.27,16943.1
2014/6/10,94.25,55.01,84.75,27.41,80.74,95.34,33.61,184.29,28.24,144.97,42.35,58.49,41.11,16945.9
2014/6/11,93.86,54.78,84.31,27.15,79.81,94.91,33.25,182.25,27.93,144.41,42.59,58.81,40.86,16843.9
2014/6/12,92.29,54.42,82.8,26.96,78.43,93.66,33.39,181.22,27.96,143.07,41.28,58.3,40.58,16734.2
2014/6/13,91.28,54.7,82.8,27.04,78.07,93.77,35.16,182.56,29.87,143.36,41.45,58.24,41.23,16738.7
2014/6/16,92.2,54.98,83.3,26.82,78.9,93.8,34.9,182.35,30.01,143.32,41.81,58.07,41.5,16781
2014/6/17,92.08,55.22,83.16,26.87,80.02,94.3,34.91,182.26,29.95,143.69,41.68,58.06,41.68,16808.5
2014/6/18,92.18,55.59,83.58,26.89,80.71,94.19,34.71,183.6,29.93,144.33,42.35,58.41,41.65,16906.6
2014/6/19,91.86,55.7,83.77,26.93,80.44,94.44,34.48,182.82,30.09,144.49,43.07,58.3,41.51,16921.5
2014/6/20,90.91,55.58,82.82,26.97,80.17,94.82,34.22,181.55,30.2,145.16,43.12,58.92,41.68,16947.1
2014/6/23,90.83,55.72,82.76,26.68,80.64,94.27,34.52,182.14,30.23,144.09,42.69,58.5,41.99,16937.3
2014/6/24,90.28,55.26,82.68,26.58,80.43,93.02,33.95,180.88,30.5,143.09,42.35,57.92,41.75,16818.1
2014/6/25,90.36,54.89,83.9,26.42,80.53,93.21,33.59,180.72,30.88,143.65,42.03,58.86,42.03,16867.5
2014/6/26,90.9,54.89,84.45,26.29,80.75,93.06,33.91,180.37,30.78,143.73,41.9,58.53,41.72,16846.1
2014/6/27,91.98,54.61,85.3,26.43,81.13,93.26,33.91,181.71,30.93,143.69,41.82,57.53,42.25,16843.2
2014/6/30,92.93,54.58,85.74,26.28,80.96,92.95,33.68,181.27,30.9,143.24,41.94,57.85,41.7,16826.6
2014/7/1,93.52,55.38,86.47,26.4,81.82,94.59,34.18,186.35,30.98,144.56,41.83,58.51,41.87,16956.1
2014/7/2,93.48,55.25,86.44,26.61,81.98,94.28,33.88,188.39,30.98,145.23,41.87,59.05,41.9,16976.2
2014/7/3,94.03,55.64,86.84,26.86,82.05,94.88,34,188.53,31.14,145.41,42.39,59.2,41.8,17068.3
2014/7/7,95.97,55.31,86.59,26.75,81.42,94.38,33.87,188.04,31.03,144.91,42.62,58.52,41.99,17024.2
2014/7/8,95.35,54.93,85.86,26.37,80.76,94.21,33.5,187.22,30.79,144.56,42.71,58.17,41.78,16906.6
2014/7/9,95.39,55.07,87.22,26.32,80.73,94.54,33.65,188.42,30.89,144.68,42.8,58.55,41.67,16985.6
2014/7/10,95.04,54.48,86.86,26.2,79.4,94.28,33.85,187.7,31.26,143.89,42.95,58.58,41.69,16915.1
2014/7/11,95.22,54.52,86.89,26.55,79.61,94.9,33.97,188,31.25,144.31,43.43,58.44,42.09,16943.3
2014/7/14,96.45,55.1,86.76,26.66,79.46,95.74,34.15,189.86,31.49,145,43.35,58.18,42.14,17055.4
2014/7/15,95.32,55.05,86.15,26.61,79.86,95.96,34.15,188.49,31.71,145.06,41.76,57.91,42.45,17060.7
2014/7/16,94.78,55.04,85.35,27.02,79.66,96.39,34.82,192.36,34.65,146.17,41.82,58.15,44.08,17138.2
2014/7/17,93.09,54.7,85.03,26.61,79.55,95.17,34.43,192.49,33.7,143.54,41.58,57.6,44.53,16976.8
2014/7/18,94.43,55.2,85.81,26.46,80.08,96.82,34.81,192.5,33.7,144.83,42.17,58.34,44.69,17089.2
2014/7/21,93.94,55.11,85.74,25.98,79.71,97.34,34.52,190.85,34.06,144.3,42.01,58,44.84,17051.7
2014/7/22,94.72,54.7,86.21,26.02,80.54,97.19,35.15,194.09,34.79,145.12,41.93,58.43,44.83,17113.5
2014/7/23,97.19,55.02,86.04,25.91,81.02,96.6,34.98,193.63,34.5,144.68,41.72,58.11,44.87,17086.6
2014/7/24,97.03,55.17,86.8,25.94,81.2,96.01,35.04,195.24,34.25,145.13,42.04,58.21,44.4,17083.8
2014/7/25,97.67,54.16,86.23,25.79,81.03,95.76,35.43,194.4,34.25,145.12,41.74,58.15,44.5,16947.3
2014/7/28,99.02,53.95,87.15,25.59,81.07,95.17,35.6,195.78,34.23,145.53,41.65,57.97,43.97,16982.6
2014/7/29,98.38,53.35,86.2,25.45,80.98,93.78,35.94,194.57,34.19,144.02,41.54,58.58,43.89,16912.1
2014/7/30,98.15,53.05,87.21,25.64,81.76,94.07,36.11,194,34.35,143.74,41.12,58.08,43.58,16880.4
2014/7/31,95.6,51.98,85.88,25.15,80.85,91.83,35.61,191.67,33.89,140.89,40.6,56.74,43.16,16563.3
2014/8/1,96.13,52.05,85.38,25.35,79.75,91.57,35.19,189.15,33.74,140.11,40.5,56.8,42.86,16511.6
2014/8/4,95.59,52.66,87.24,25.27,80.03,91.36,35.33,189.64,34.05,140.75,40.73,57.06,43.37,16569.3
2014/8/5,95.12,52.2,86.75,25.02,80.03,91.24,35.07,187.1,32.82,139.78,40.57,56.03,43.08,16429.5
2014/8/6,94.96,52.5,86.59,25.44,80.52,90.56,35.04,185.97,32.85,139.55,41.43,55.93,42.74,16443.3
2014/8/7,94.48,52.06,85.51,25.5,80.47,90.96,34.82,184.3,32.68,139.13,41.15,55.64,43.23,16368.3
2014/8/8,94.74,52.45,86.85,25.66,82.43,92.71,35.17,186.63,32.6,140.85,41.63,56.55,43.2,16553.9
2014/8/11,95.99,52.9,87.5,25.79,82.88,93.16,35.2,187.47,33.02,140.58,42.01,56.66,43.2,16570
2014/8/12,95.97,53.35,87.21,25.61,82.92,92.91,35.12,187.34,33.13,140.88,41.96,57.03,43.52,16560.5
2014/8/13,97.24,53.53,87.6,25.83,83.12,94.27,35.3,187.95,34.1,141.8,42.07,57.85,44.08,16651.8
2014/8/14,97.5,54.06,88.61,25.88,83.86,94.39,35.59,187.88,33.94,142.34,42.26,58.78,44.27,16713.6
2014/8/15,97.98,53.99,89.28,25.64,83.69,94.23,35.07,187.38,34.17,141.92,42.2,58.61,44.79,16662.9
2014/8/18,99.16,54.48,89.97,26.07,83.59,95.26,35.34,189.36,34.41,144.12,42.5,58.42,45.11,16838.7
2014/8/19,100.53,54.62,90.09,26.05,88.23,94.72,35.48,190.07,34.34,144.25,42.7,58.91,45.33,16919.6
2014/8/20,100.57,54.87,89.84,26.36,90.75,95.77,35.12,190.1,34.5,144.6,42.46,59.48,44.95,16979.1
2014/8/21,100.58,55.58,90.38,26.43,91.15,95.94,37,191.23,35.15,144.5,42.58,58.85,45.22,17039.5
2014/8/22,101.32,55.33,90.49,26.15,91.03,95.56,36.84,190.41,34.94,144.13,42.59,59.17,45.15,17001.2
2014/8/25,101.54,55.89,90.38,26.2,91.2,95.81,37.15,191.16,34.81,144.7,42.77,59.73,45.17,17076.9
2014/8/26,100.89,56.08,90.02,26.01,91.63,95.51,37.83,192.99,34.8,144.6,42.86,60.2,45.01,17106.7
2014/8/27,102.13,56.16,90.37,26.13,91.87,95.57,38.16,192.25,34.79,143.94,42.82,60.28,44.87,17122
2014/8/28,102.25,55.73,90.23,26.01,92.51,95.3,37.99,192,34.65,143.98,42.91,60,44.88,17079.6
2014/8/29,102.5,56.06,89.88,25.98,93.5,95.23,38,192.3,34.92,144,43.08,60.11,45.43,17098.4
2014/9/2,103.3,55.8,90.8,25.85,91.15,95.5,38.05,191.56,34.57,144.22,43.19,59.79,45.09,17067.6
2014/9/3,98.94,55.58,90.94,25.95,89,95.46,38.07,191.95,34.57,143.82,43.22,60.48,44.96,17078.3
2014/9/4,98.12,55.23,90.14,25.96,89.93,94.99,37.66,190.68,34.91,143.61,43.14,60.08,45.26,17069.6
2014/9/5,98.97,55.04,90.94,26.1,91.61,95.61,37.58,191.2,35,144.2,43.39,61.18,45.91,17124.7
2014/9/8,98.36,55.32,90.56,26.08,90.82,95.24,37.28,190.14,35.33,144.89,43.49,61.05,46.47,17111.4
2014/9/9,97.99,55.08,89.6,25.9,88.93,94.46,36.79,189.99,34.91,144.46,43.65,60.56,46.76,17013.9
2014/9/10,101,55.35,89.52,25.95,89.25,94.36,37.03,191.54,35.02,144.64,43.86,60.76,46.84,17068.7
2014/9/11,101.43,55.43,89.97,26.02,89.22,94.74,36.76,191.72,35.02,144.35,43.19,60.1,47,17049
2014/9/12,101.66,55.19,89.67,25.87,88.84,94.5,36.56,191.28,34.62,143.94,43.16,59.55,46.7,16987.5
2014/9/15,101.63,55.4,90.08,25.92,89.38,94.65,36.25,191.81,34.54,144.48,44.27,59.52,46.24,17031.1
2014/9/16,100.86,55.62,90.27,26.21,90.27,94.86,36.26,192.96,34.93,144.85,44.36,59.99,46.76,17132
2014/9/17,101.58,55.85,90.33,26.27,91.22,95.54,36.67,192.8,34.98,145.37,44.61,59.88,46.52,17156.8
2014/9/18,101.79,56.33,90.34,26.21,92.09,96.39,37.01,193.75,35.17,146.84,44.74,60.31,46.68,17266
2014/9/19,100.96,55.24,90.49,26.29,92.34,96.5,36.79,194,34.82,146.69,44.99,60.49,47.52,17279.7
2014/9/22,101.06,54.93,89.29,26.08,91.89,94.7,36.47,193.11,34.71,145.71,45.35,60.58,47.06,17172.7
2014/9/23,102.64,54.51,88.31,26.02,91.49,93.39,35.79,191.62,34.42,144.37,44.82,60.28,46.56,17055.9
2014/9/24,101.75,54.99,89.45,25.93,93.02,93.83,35.95,192.31,34.75,144.88,45.7,60.36,47.08,17210.1
2014/9/25,97.87,54.16,88.07,25.55,91.9,92.4,35.27,189.01,34.14,142.48,45.11,59.64,46.04,16945.8
2014/9/26,100.75,54.52,88.74,25.63,92.84,93.3,35.37,190.06,34.26,142.42,45.81,59.39,46.41,17113.2
2014/9/29,100.11,54.17,88.83,25.42,92.88,93.53,34.97,189.64,34.9,142.19,46.04,59.41,46.44,17071.2
2014/9/30,100.75,54.02,89.03,25.62,91.74,93.12,35.47,189.83,34.82,141.68,45.94,59.28,46.36,17042.9
2014/10/1,99.18,52.96,87.49,25.16,91.02,91.66,34.55,187.17,33.99,139.18,45.77,58.71,45.9,16804.7
2014/10/2,99.9,52.61,86.79,25.12,92.24,91.12,34.51,186.91,33.52,138.67,45.47,58.85,45.76,16801.1
2014/10/3,99.62,53.35,88.45,25.4,93.54,91.71,35.2,188.67,34.03,140.17,46.19,59.9,46.09,17009.7
2014/10/6,99.62,52.77,88.56,25.22,93.26,91.95,36.87,189.04,34.11,140.34,46.51,59.58,46.09,16991.9
2014/10/7,98.75,51.01,87.11,24.81,92.47,89.79,35.22,185.71,33.47,137.68,46.05,58.46,45.53,16719.4
2014/10/8,100.8,52.01,88.11,25.25,94.09,91.45,35.92,189.36,34.27,141.41,46.8,60.18,46.78,16994.2
2014/10/9,101.02,50.42,85.71,24.78,93.07,89.77,34.32,186.42,33.62,138.64,46.37,59.21,45.85,16659.2
2014/10/10,100.73,49.96,86.27,24.27,92.55,87.9,33.5,185.93,31.91,133.83,46.72,58.66,44.03,16544.1
2014/10/13,99.81,49.81,83.91,23.95,90.6,85.66,32.69,183.52,31.47,132.9,46.05,56.14,43.65,16321.1
2014/10/14,98.75,50.07,84.14,24.1,90.1,86.19,32.24,183.8,32.14,134.18,46.18,56.33,43.73,16315.2
2014/10/15,97.54,49.69,82.08,24.28,87.85,85.11,32.8,181.75,31.28,134.22,45.53,54.73,43.22,16141.7
2014/10/16,96.26,49.4,81.74,24.25,88.88,86.39,34,179.84,30.85,135.05,45.17,53.43,42.74,16117.2
2014/10/17,97.67,50.76,83.83,24.82,90.24,90.06,34.16,182.05,31.38,137.4,45.66,54.02,43.63,16380.4
2014/10/20,99.76,51.01,85.52,25.03,91.85,90,33.82,169.1,31.58,137.6,46.42,54.05,44.08,16399.7
2014/10/21,102.47,52.15,87.54,25.45,94.2,92.92,34.74,163.23,32.61,140.93,47.02,55.13,44.88,16614.8
2014/10/22,102.99,51.67,87.1,25.19,93.34,91.16,34.49,161.79,32.27,138.95,47.06,55.51,44.38,16461.3
2014/10/23,104.83,51.62,87.99,25.44,94.8,93.58,34.94,162.18,32.69,145.05,47.13,56.63,45.02,16677.9
2014/10/24,105.22,52.16,88.61,25.64,94.99,94.7,34.93,162.08,33.18,148.59,47.49,57.61,46.13,16805.4
2014/10/27,105.11,51.74,88.45,25.52,95.47,93.7,35.3,161.87,33.2,149.56,47.64,56.45,45.91,16817.9
2014/10/28,106.74,52.84,89.93,25.88,96.59,95.17,35.54,163.6,33.74,151.06,47.53,55.85,46.49,17005.8
2014/10/29,107.34,52.36,89.53,25.66,96.42,95.05,35.38,163.46,33.92,151.01,47.57,56.2,46.62,16974.3
2014/10/30,106.98,52.93,90.22,25.67,97.52,95.59,35.32,164.35,32.58,152.1,47.5,57.31,46.05,17195.4
2014/10/31,108,53.57,91.38,25.81,97.52,96.12,35.88,164.4,34.01,153.77,48.34,57.94,46.95,17390.5
2014/11/3,109.4,53.8,91.71,25.7,96.09,95.66,35.86,164.36,34.31,153.3,48.92,58.92,47.44,17366.2
2014/11/4,108.6,53.4,90.35,25.7,95.96,95.29,35.9,162.65,34.54,155.05,49.42,59.37,47.57,17383.8
2014/11/5,108.86,53.78,91,25.82,95.78,96.71,36.18,161.82,33.76,155.69,49.75,59.57,47.86,17484.5
2014/11/6,108.7,53.91,92,26.36,97.29,96.71,36.15,161.46,33.82,156.05,49.56,59.26,48.7,17554.5
2014/11/7,109.01,54.03,90,26.41,97.65,96.77,36.38,162.07,33.58,156.55,49.87,59.34,48.68,17573.9
2014/11/10,108.83,54.36,89.78,26.47,98.16,97.27,36.9,163.49,33.26,157.66,49.87,58.81,48.89,17613.7
2014/11/11,109.7,54.36,89.98,26.38,98.14,96.98,36.76,163.3,33.31,157.11,49.28,59.37,48.87,17614.9
2014/11/12,111.25,54.35,89.9,26.52,98.49,97.01,36.51,161.92,33.38,157.68,49.33,59.31,48.78,17612.2
2014/11/13,112.82,54.5,90.49,26.42,99,97.06,36.36,162.79,33.68,158.35,49.45,59.54,49.61,17652.8
2014/11/14,114.18,53.9,90.8,26.46,98.24,96.79,36.92,164.16,33.95,158.85,48.78,59.07,49.58,17634.7
2014/11/17,113.99,54.02,90.41,26.61,98.03,96.53,37.41,164.16,34.24,158.69,49.05,59.46,49.46,17647.8
2014/11/18,115.47,53.89,90.28,27.01,95.98,96.83,37.5,161.89,34.71,160.15,49.27,59.89,48.74,17687.8
2014/11/19,114.67,54.02,89.82,26.92,96.7,96.57,37.18,161.43,34.35,158.83,49.14,59.64,48.22,17685.7
2014/11/20,116.31,54.45,88.9,26.85,97.57,96.73,36.93,160.64,35.95,159.36,48.83,59.38,48.7,17719
2014/11/21,116.47,54.59,88.96,26.99,98.28,98.23,37.26,160.92,35.59,160.16,49.24,59.66,47.98,17810.1
2014/11/24,118.63,55.1,90.58,27,98.4,98.27,37.5,162.15,36.25,159.88,49.25,59.25,47.59,17817.9
2014/11/25,117.6,54.68,91.65,26.86,97.01,98.88,37.63,161.76,36.32,158.06,49.46,59.34,47.47,17814.9
2014/11/26,119,54.61,91.92,26.87,97.7,99.08,39.16,161.95,36.9,158.31,49.72,59.75,47.75,17827.8
2014/11/28,118.93,54.8,92.51,26.49,99.4,99.07,39.06,162.17,37.25,160.09,50.26,60.4,47.81,17828.2
2014/12/1,115.07,54.43,92.7,26.02,98.88,97.4,38.56,161.54,37.17,158.16,50.3,60.52,48.62,17776.8
2014/12/2,114.63,54.98,93.47,26.05,98.16,97.86,38.95,162.67,37.6,160.6,50.56,60.78,48.46,17879.6
2014/12/3,115.93,54.9,93.11,26.38,98.59,99.97,39.05,164.52,37.43,162.26,51.19,60.58,48.08,17912.6
2014/12/4,115.49,55.17,93.23,26.09,98.95,99.26,39.07,164.05,37.46,162.26,50.94,60.92,48.84,17900.1
2014/12/5,115,55.33,93.76,26.01,99.64,99.69,39.55,163.27,37.67,162.27,51.07,61.49,48.42,17958.8
2014/12/8,112.4,55.69,93.8,25.69,100.43,98.75,38.46,161.86,37.2,160.93,50.93,61.88,47.7,17852.5
2014/12/9,114.12,55.59,92.94,25.58,99.64,99.32,38.2,162.99,36.89,160.83,50.7,60.01,47.59,17801.2
2014/12/10,111.95,54.84,91.63,25.27,98.94,97.5,37.36,160.51,36.42,158.24,49.99,59.98,46.9,17533.2
2014/12/11,111.62,55.18,91.75,25.41,100.27,97.89,38.47,161.07,36.7,159.15,50.21,59.34,47.17,17596.3
2014/12/12,109.73,54.05,91.49,24.89,99.78,95.88,38.01,155.38,36.23,157.12,49.65,57.72,46.95,17280.8
2014/12/15,108.23,53.48,90.9,24.59,100.05,95.81,37.61,153.06,35.92,156.85,49.51,56.95,46.67,17180.8
2014/12/16,106.75,52.88,90.17,24.49,97.06,96.38,37.32,151.41,35.56,159.05,49.33,56.8,45.16,17068.9
2014/12/17,109.41,54.02,91.38,24.66,98.94,97.66,38.65,151.93,36.24,160.6,49.94,57.63,45.74,17356.9
2014/12/18,112.65,55.01,92.61,25.14,100.67,100.63,39.82,157.68,37.02,165.3,51.27,58.98,47.52,17778.2
2014/12/19,111.78,55.78,92.89,25.62,101.93,101.16,39.9,158.51,36.37,165.48,50.56,59.58,47.66,17804.8
2014/12/22,112.94,56.13,94.2,25.71,103.5,101.21,39.8,161.44,37.21,167.27,50.2,58.96,47.98,17959.4
2014/12/23,112.54,56.44,94.69,25.88,103.76,101.98,40.36,162.24,37.43,166.87,50.53,57.21,48.45,18024.2
2014/12/24,112.01,56.28,94.42,25.83,103.56,101.96,40.54,161.82,37.44,166.96,50.36,57.46,48.14,18030.2
2014/12/26,113.99,56.42,95.03,25.78,103.75,101.63,40.7,162.34,37.55,166.26,50.6,57.78,47.88,18053.7
2014/12/29,113.91,56.49,95.5,25.7,104.53,101.67,40.71,160.51,37.18,166.71,50.23,57.73,47.45,18038.2
2014/12/30,112.52,56.51,94.7,25.57,104.27,100.72,40.72,160.05,36.76,165.84,49.83,57.65,47.02,17983.1
2014/12/31,110.38,56.01,94.19,25.27,104.97,99.92,40.13,160.44,36.29,164.32,49.27,56.79,46.45,17823.1
2015/1/2,109.33,56.11,93.75,25.06,103.43,100.23,40.24,162.06,36.36,164.06,48.97,57.19,46.76,17833
2015/1/5,106.25,55,92.38,24.6,101.26,98.32,39.57,159.51,35.95,160.36,48.69,58.04,46.33,17501.7
2015/1/6,106.26,54.22,91.89,24.07,100.95,98.09,39.27,156.07,35.28,158.65,48.98,60.32,45.65,17371.6
2015/1/7,107.75,54.48,92.83,24.08,104.41,98.8,39.73,155.05,36.02,159.8,49.88,61.61,46.23,17584.5
