,AAPL,AIG,DIS,GE,HD,HON,HPQ,IBM,INTC,MMM,MO,MRK,MSFT,DJI
2010/6/18,274.07,37.91,35.15,15.95,31.94,42.92,47.98,130.15,21.4,81.18,20.02,35.67,26.44,10450.6
2010/6/21,270.17,38.76,35.06,16.1,31.43,42.93,47.51,130.65,21.19,81.47,20.06,35.12,25.95,10442.4
2010/6/22,273.85,38.27,34.35,15.79,30.61,42.2,46.77,129.3,20.98,80.03,19.85,35.13,25.77,10293.5
2010/6/23,270.97,37.81,34.34,15.39,30.5,41.84,46.89,130.11,20.81,80.12,19.77,35.42,25.31,10298.4
2010/6/24,269,36.77,33.6,15.08,29.67,41,45.89,128.19,20.32,78.18,19.62,35.61,25,10152.8
2010/6/25,266.7,36.95,33.48,14.91,30.2,41.6,45.92,127.12,20.03,78.9,19.7,35.93,24.53,10143.8
2010/6/28,268.3,36.38,33.22,15,29.59,41.2,46.07,128.98,20.36,78.98,20.34,35.94,24.31,10138.5
2010/6/29,256.17,34.52,32.3,14.48,28.63,39.33,44.3,125.09,19.79,78.49,19.96,35.43,23.31,9870.3
2010/6/30,251.53,34.44,31.5,14.42,28.07,39.03,43.28,123.48,19.45,78.99,20.04,34.97,23.01,9774.02
2010/7/1,248.48,33.88,31.49,14.12,27.92,38.55,42.89,122.57,19.25,78.55,20.24,34.44,23.16,9732.53
2010/7/2,246.94,33.1,31.38,13.88,27.76,38.53,42.81,121.86,19.2,77.67,20.31,34.22,23.27,9686.48
2010/7/6,248.63,33.71,31.72,13.97,27.34,38.71,43.17,123.46,19.48,78.14,20.54,34.65,23.82,9743.62
2010/7/7,258.67,35.34,33.14,14.62,28.01,40.19,44.96,127,20.14,80.52,20.89,35.43,24.3,10018.3
2010/7/8,258.09,35.51,33.34,14.83,28.15,40.73,45.48,127.97,20.1,81.22,21.32,35.86,24.41,10139
2010/7/9,259.62,35.9,33.75,14.95,28.26,41.27,45.25,127.96,20.24,82.16,21.3,36.3,24.27,10198
2010/7/12,257.29,35.57,33.77,14.93,28.31,40.82,45.68,128.67,20.57,82.26,21.3,36.09,24.83,10216.3
2010/7/13,251.8,37.99,34.45,15.21,28.64,41.85,46.77,130.48,21.01,83.55,21.34,36.45,25.13,10363
2010/7/14,252.73,37.53,34.24,15.2,28.28,41.69,47.34,130.72,21.36,83.05,21.35,36.2,25.44,10366.7
2010/7/15,251.45,37.38,34.05,15.25,28.34,41.79,47.42,130.72,21.51,83.06,21.46,36.49,25.51,10359.3
2010/7/16,249.9,35.64,33.03,14.55,27.11,40.19,46.2,128.03,21.02,80.95,21.26,35.91,24.89,10097.9
2010/7/19,245.58,35.39,33.31,14.62,27.07,40.35,46.68,129.79,21.59,81.22,21.38,35.8,25.23,10154.4
2010/7/20,251.89,36.31,33.4,14.94,27.93,41.2,46.61,126.55,21.65,82.19,21.52,35.66,25.48,10230
2010/7/21,254.24,35.31,32.81,14.84,27.47,41.13,45.48,125.27,21.26,82.3,21.41,35.19,25.12,10120.5
2010/7/22,259.02,36.49,33.59,15.21,28.22,42.66,46.07,127.47,21.78,84.75,21.85,35.18,25.84,10322.3
2010/7/23,259.94,36.77,34.13,15.71,28.25,43.5,46.15,128.38,21.69,86.17,22.12,34.87,25.81,10424.6
2010/7/26,259.28,38.7,34.4,16.14,28.99,43.89,46.57,128.41,21.71,87.32,21.99,35.27,26.1,10525.4
2010/7/27,264.08,39.15,34.28,16.18,28.58,43.43,47.57,128.63,21.58,86.8,22.05,35.18,26.16,10537.7
2010/7/28,260.96,39.03,34.04,16.05,28.08,43.24,47.13,128.43,21.33,86.69,22.07,34.74,25.95,10497.9
2010/7/29,258.11,38.97,33.71,16.15,28.05,42.72,46.41,128.02,21.03,86.34,22.02,35.06,26.03,10467.2
2010/7/30,257.25,38.47,33.69,16.12,28.51,42.86,46.04,128.4,20.6,85.54,22.16,34.46,25.81,10465.9
2010/8/2,261.85,40.04,34.48,16.41,29.12,43.73,47.56,130.76,21.15,87.41,22.25,35.07,26.33,10674.4
2010/8/3,261.93,39.59,34.21,16.4,28.45,43.14,47.36,130.37,20.87,87.21,22.12,34.82,26.16,10636.4
2010/8/4,262.98,40.02,34.83,16.48,28.72,43.98,46.77,131.27,20.73,88,22.35,35.19,25.73,10680.4
2010/8/5,261.7,39.9,34.98,16.52,28.71,44.12,46.35,131.83,20.67,87.72,22.34,35.07,25.37,10675
2010/8/6,260.09,40.93,35,16.45,28.68,43.77,41.85,130.14,20.65,87.29,22.54,34.98,25.55,10653.6
2010/8/9,261.75,41.64,35.16,16.38,28.7,43.89,42.6,132,20.65,88.03,22.59,35.36,25.61,10698.8
2010/8/10,259.41,40.19,35.29,16.25,28.24,43.42,42.33,131.84,19.82,87.11,22.63,35.77,25.07,10644.2
2010/8/11,250.19,37.84,34.22,15.7,27.71,41.81,40.77,129.83,19.43,84.1,22.44,34.89,24.86,10378.8
2010/8/12,251.79,37.1,33.99,15.5,27.61,41.29,40.14,128.3,19.45,84.01,22.45,35.04,24.49,10320
2010/8/13,249.1,36.67,33.68,15.38,27.31,41.32,40.45,127.87,19.15,84.01,22.35,35,24.4,10303.2
2010/8/16,247.64,35.96,33.66,15.46,27.38,41.18,40.55,127.77,19.47,83.43,22.6,34.97,24.5,10302
2010/8/17,251.97,36.42,33.76,15.58,28.31,42.39,40.82,128.45,19.53,84.09,22.92,35.54,24.71,10405.8
2010/8/18,253.07,36.83,33.91,15.7,28.86,42.16,41.36,129.39,19.59,83.61,22.93,35.37,24.82,10415.5
2010/8/19,249.88,35.55,33.19,15.25,28.22,40.77,40.76,128.9,18.9,81.81,22.76,34.71,24.44,10271.2
2010/8/20,249.64,35.17,33.05,15.03,28.17,40.64,39.85,127.5,18.91,80.66,22.71,34.44,24.23,10213.6
2010/8/23,245.8,35.04,32.93,14.89,27.83,40.16,39.04,126.47,18.7,81.08,22.73,34.97,24.28,10174.4
2010/8/24,239.93,34.27,32.14,14.57,27.78,39.34,38.39,124.9,18.41,80.45,22.79,34.44,24.04,10040.5
2010/8/25,242.89,34.4,32.11,14.57,28.33,38.82,38.24,125.27,18.48,80.75,22.85,34.54,24.1,10060.1
2010/8/26,240.28,33.99,31.94,14.5,28.38,38.7,38.22,122.78,18.18,79.78,22.61,34.48,23.82,9985.81
2010/8/27,241.62,35.2,32.78,14.71,28.74,39.65,38,124.73,18.37,81,22.54,35,23.93,10150.7
2010/8/30,242.5,34,32.35,14.52,27.99,38.86,38.56,123.4,17.96,79.65,22.52,34.73,23.64,10009.7
2010/8/31,243.1,33.93,32.54,14.48,27.82,39.06,38.45,123.13,17.67,78.55,22.32,35.16,23.47,10014.7
2010/9/1,250.33,35.66,33.51,15.01,28.67,40.88,39.21,125.77,18.14,81.01,22.66,35.62,23.9,10269.5
2010/9/2,252.17,35.92,33.91,15.15,29.41,42.01,39.68,125.04,18.28,81.87,22.79,35.35,23.94,10320.1
2010/9/3,258.77,36.7,34.67,15.39,29.85,42.82,40.34,127.58,18.43,83.48,22.91,35.59,24.29,10447.9
2010/9/7,257.81,35.57,33.84,15.44,29.33,41.93,39.92,125.95,18.12,82.14,23.11,35.46,23.96,10340.7
2010/9/8,262.92,36.28,33.84,15.7,29.45,42.19,38.81,126.08,17.9,82.75,23.45,35.81,23.93,10387
2010/9/9,263.07,36.29,34.08,15.91,29.41,41.97,38.82,126.36,18,82.96,23.63,36.08,24.01,10415.2
2010/9/10,263.41,36.35,34.15,15.98,29.68,42.81,38.28,127.99,17.97,83.94,23.84,36.65,23.85,10462.8
